KommuneCode,year,openings,closings,active,net_change,KommuneName,RegionName,population,average_income
0101,2008,21,10,222,11,København,Region Hovedstaden,509861,246634.1
0101,2009,13,3,232,10,København,Region Hovedstaden,518574,250344.5
0101,2010,50,17,265,33,København,Region Hovedstaden,528208,263257.2
0101,2011,66,26,305,40,København,Region Hovedstaden,539542,263427.8
0101,2012,19,10,314,9,København,Region Hovedstaden,549050,263061.6
0101,2013,20,86,248,-66,København,Region Hovedstaden,559440,268605.7
0101,2014,25,23,250,2,København,Region Hovedstaden,569557,275524.3
0101,2015,23,11,262,12,København,Region Hovedstaden,580184,282878.1
0101,2016,32,19,275,13,København,Region Hovedstaden,591481,289977.1
0101,2017,27,19,283,8,København,Region Hovedstaden,602481,294663.1
0101,2018,28,11,300,17,København,Region Hovedstaden,613288,302578.6
0101,2019,24,7,317,17,København,Region Hovedstaden,623404,311674.7
0101,2020,19,15,321,4,København,Region Hovedstaden,632340,325782.5
0101,2021,25,15,331,10,København,Region Hovedstaden,638117,340326.9
0101,2022,30,20,341,10,København,Region Hovedstaden,644431,316471.1
0101,2023,23,16,348,7,København,Region Hovedstaden,653664,324292.5
0101,2024,47,12,383,35,København,Region Hovedstaden,659350,340949.1
0147,2008,3,3,40,0,Frederiksberg,Region Hovedstaden,93444,289940.7
0147,2009,0,0,40,0,Frederiksberg,Region Hovedstaden,95029,294697.3
0147,2010,5,2,43,3,Frederiksberg,Region Hovedstaden,96718,318669.4
0147,2011,17,1,59,16,Frederiksberg,Region Hovedstaden,98782,317671.5
0147,2012,4,8,55,-4,Frederiksberg,Region Hovedstaden,100215,319518.4
0147,2013,2,26,31,-24,Frederiksberg,Region Hovedstaden,102029,328061.3
0147,2014,2,0,33,2,Frederiksberg,Region Hovedstaden,102717,336489.9
0147,2015,3,2,34,1,Frederiksberg,Region Hovedstaden,103192,345971.0
0147,2016,1,3,32,-2,Frederiksberg,Region Hovedstaden,104481,353643.6
0147,2017,4,1,35,3,Frederiksberg,Region Hovedstaden,105037,362596.7
0147,2018,2,0,37,2,Frederiksberg,Region Hovedstaden,104410,372249.9
0147,2019,5,0,42,5,Frederiksberg,Region Hovedstaden,103960,383190.5
0147,2020,3,2,43,1,Frederiksberg,Region Hovedstaden,104305,402694.9
0147,2021,3,0,46,3,Frederiksberg,Region Hovedstaden,103677,420807.2
0147,2022,2,1,47,1,Frederiksberg,Region Hovedstaden,103608,384198.3
0147,2023,3,4,46,-1,Frederiksberg,Region Hovedstaden,104664,390387.4
0147,2024,3,0,49,3,Frederiksberg,Region Hovedstaden,104899,404647.2
0151,2008,3,1,20,2,Ballerup,Region Hovedstaden,47116,281885.8
0151,2009,2,0,22,2,Ballerup,Region Hovedstaden,47398,279062.9
0151,2010,3,1,24,2,Ballerup,Region Hovedstaden,47652,294624.5
0151,2011,3,3,24,0,Ballerup,Region Hovedstaden,47930,294506.6
0151,2012,3,2,25,1,Ballerup,Region Hovedstaden,47994,293335.9
0151,2013,4,2,27,2,Ballerup,Region Hovedstaden,48211,296909.2
0151,2014,1,2,26,-1,Ballerup,Region Hovedstaden,48514,308056.1
0151,2015,2,5,23,-3,Ballerup,Region Hovedstaden,48355,311163.3
0151,2016,3,1,25,2,Ballerup,Region Hovedstaden,48224,314741.4
0151,2017,3,1,27,2,Ballerup,Region Hovedstaden,48231,318346.2
0151,2018,5,0,32,5,Ballerup,Region Hovedstaden,48295,322999.9
0151,2019,6,2,36,4,Ballerup,Region Hovedstaden,48458,328976.0
0151,2020,4,0,40,4,Ballerup,Region Hovedstaden,48602,341703.0
0151,2021,10,5,45,5,Ballerup,Region Hovedstaden,49310,349139.9
0151,2022,4,4,45,0,Ballerup,Region Hovedstaden,49274,325061.3
0151,2023,7,1,51,6,Ballerup,Region Hovedstaden,50039,330295.3
0151,2024,6,1,56,5,Ballerup,Region Hovedstaden,51237,334083.8
0153,2008,1,1,3,0,Brøndby,Region Hovedstaden,33831,259824.2
0153,2009,1,1,3,0,Brøndby,Region Hovedstaden,33762,258143.6
0153,2010,0,0,3,0,Brøndby,Region Hovedstaden,33795,268662.0
0153,2011,1,0,4,1,Brøndby,Region Hovedstaden,34021,266444.5
0153,2012,1,1,4,0,Brøndby,Region Hovedstaden,34084,263470.3
0153,2013,5,0,9,5,Brøndby,Region Hovedstaden,34210,265236.5
0153,2014,2,5,6,-3,Brøndby,Region Hovedstaden,34580,268244.7
0153,2015,1,0,7,1,Brøndby,Region Hovedstaden,35050,271490.7
0153,2016,0,2,5,-2,Brøndby,Region Hovedstaden,35322,276114.5
0153,2017,1,0,6,1,Brøndby,Region Hovedstaden,35594,277198.8
0153,2018,0,1,5,-1,Brøndby,Region Hovedstaden,35538,283012.7
0153,2019,1,0,6,1,Brøndby,Region Hovedstaden,35397,286361.3
0153,2020,0,2,4,-2,Brøndby,Region Hovedstaden,35090,298135.2
0153,2021,2,0,6,2,Brøndby,Region Hovedstaden,35232,302928.9
0153,2022,1,0,7,1,Brøndby,Region Hovedstaden,35651,283230.4
0153,2023,2,0,9,2,Brøndby,Region Hovedstaden,37128,283031.0
0153,2024,2,0,11,2,Brøndby,Region Hovedstaden,39067,289680.8
0155,2008,0,0,2,0,Dragør,Region Hovedstaden,13261,342500.5
0155,2009,0,0,2,0,Dragør,Region Hovedstaden,13411,334669.1
0155,2010,0,0,2,0,Dragør,Region Hovedstaden,13564,368115.7
0155,2011,1,1,2,0,Dragør,Region Hovedstaden,13717,385425.6
0155,2012,0,0,2,0,Dragør,Region Hovedstaden,13692,381605.5
0155,2013,0,0,2,0,Dragør,Region Hovedstaden,13917,389856.7
0155,2014,0,0,2,0,Dragør,Region Hovedstaden,13977,400136.2
0155,2015,0,0,2,0,Dragør,Region Hovedstaden,14028,410230.1
0155,2016,0,0,2,0,Dragør,Region Hovedstaden,14142,417517.7
0155,2017,0,1,1,-1,Dragør,Region Hovedstaden,14288,425056.8
0155,2018,0,0,1,0,Dragør,Region Hovedstaden,14272,431990.6
0155,2019,0,1,0,-1,Dragør,Region Hovedstaden,14270,441682.1
0155,2020,0,0,0,0,Dragør,Region Hovedstaden,14494,454393.7
0155,2021,2,0,2,2,Dragør,Region Hovedstaden,14569,471199.0
0155,2022,1,0,3,1,Dragør,Region Hovedstaden,14640,438376.8
0155,2023,1,0,4,1,Dragør,Region Hovedstaden,14609,446642.4
0155,2024,1,0,5,1,Dragør,Region Hovedstaden,14569,449386.2
0157,2008,5,1,32,4,Gentofte,Region Hovedstaden,68913,425247.1
0157,2009,3,3,32,0,Gentofte,Region Hovedstaden,69794,413673.2
0157,2010,3,1,34,2,Gentofte,Region Hovedstaden,71052,481868.8
0157,2011,0,1,33,-1,Gentofte,Region Hovedstaden,71714,496744.7
0157,2012,3,0,36,3,Gentofte,Region Hovedstaden,72814,503297.3
0157,2013,4,8,32,-4,Gentofte,Region Hovedstaden,73360,521814.7
0157,2014,3,3,32,0,Gentofte,Region Hovedstaden,74282,541606.7
0157,2015,0,1,31,-1,Gentofte,Region Hovedstaden,74932,606783.4
0157,2016,3,1,33,2,Gentofte,Region Hovedstaden,75350,586386.1
0157,2017,2,1,34,1,Gentofte,Region Hovedstaden,75805,591836.7
0157,2018,1,1,34,0,Gentofte,Region Hovedstaden,75803,597101.2
0157,2019,0,1,33,-1,Gentofte,Region Hovedstaden,75176,644627.1
0157,2020,1,0,34,1,Gentofte,Region Hovedstaden,74830,643299.7
0157,2021,7,6,35,1,Gentofte,Region Hovedstaden,74550,720210.7
0157,2022,1,1,35,0,Gentofte,Region Hovedstaden,74217,651998.7
0157,2023,5,2,38,3,Gentofte,Region Hovedstaden,74838,721661.3
0157,2024,0,0,38,0,Gentofte,Region Hovedstaden,75033,691040.2
0159,2008,2,1,19,1,Gladsaxe,Region Hovedstaden,62562,289424.4
0159,2009,5,0,24,5,Gladsaxe,Region Hovedstaden,63233,287651.0
0159,2010,2,1,25,1,Gladsaxe,Region Hovedstaden,64102,307654.7
0159,2011,1,0,26,1,Gladsaxe,Region Hovedstaden,64951,308266.9
0159,2012,17,1,42,16,Gladsaxe,Region Hovedstaden,65303,306461.4
0159,2013,0,5,37,-5,Gladsaxe,Region Hovedstaden,66030,313728.8
0159,2014,4,1,40,3,Gladsaxe,Region Hovedstaden,66656,320700.5
0159,2015,2,0,42,2,Gladsaxe,Region Hovedstaden,67347,326612.3
0159,2016,4,1,45,3,Gladsaxe,Region Hovedstaden,67914,330865.1
0159,2017,1,5,41,-4,Gladsaxe,Region Hovedstaden,68775,336245.5
0159,2018,1,1,41,0,Gladsaxe,Region Hovedstaden,69484,340543.1
0159,2019,2,0,43,2,Gladsaxe,Region Hovedstaden,69681,348842.8
0159,2020,3,0,46,3,Gladsaxe,Region Hovedstaden,69262,367581.5
0159,2021,20,12,54,8,Gladsaxe,Region Hovedstaden,69200,376325.5
0159,2022,2,3,53,-1,Gladsaxe,Region Hovedstaden,69259,349992.6
0159,2023,4,1,56,3,Gladsaxe,Region Hovedstaden,70001,357703.6
0159,2024,5,1,60,4,Gladsaxe,Region Hovedstaden,70600,364448.7
0161,2008,3,2,9,1,Glostrup,Region Hovedstaden,20673,281813.7
0161,2009,0,0,9,0,Glostrup,Region Hovedstaden,21008,282392.2
0161,2010,1,0,10,1,Glostrup,Region Hovedstaden,21296,297649.4
0161,2011,3,1,12,2,Glostrup,Region Hovedstaden,21384,292588.7
0161,2012,0,0,12,0,Glostrup,Region Hovedstaden,21650,288413.7
0161,2013,0,0,12,0,Glostrup,Region Hovedstaden,21869,294200.8
0161,2014,0,1,11,-1,Glostrup,Region Hovedstaden,22066,296607.2
0161,2015,3,0,14,3,Glostrup,Region Hovedstaden,22357,303651.7
0161,2016,2,0,16,2,Glostrup,Region Hovedstaden,22461,306253.0
0161,2017,0,1,15,-1,Glostrup,Region Hovedstaden,22528,310019.2
0161,2018,0,1,14,-1,Glostrup,Region Hovedstaden,22663,314935.6
0161,2019,3,0,17,3,Glostrup,Region Hovedstaden,22615,320442.4
0161,2020,1,1,17,0,Glostrup,Region Hovedstaden,23128,334753.8
0161,2021,1,3,15,-2,Glostrup,Region Hovedstaden,23380,343464.5
0161,2022,0,0,15,0,Glostrup,Region Hovedstaden,23514,319129.2
0161,2023,0,1,14,-1,Glostrup,Region Hovedstaden,23635,319203.6
0161,2024,0,0,14,0,Glostrup,Region Hovedstaden,23655,326801.1
0163,2008,1,1,5,0,Herlev,Region Hovedstaden,26567,280652.7
0163,2009,0,0,5,0,Herlev,Region Hovedstaden,26635,280944.5
0163,2010,1,1,5,0,Herlev,Region Hovedstaden,26556,296087.9
0163,2011,1,2,4,-1,Herlev,Region Hovedstaden,26597,293923.0
0163,2012,1,0,5,1,Herlev,Region Hovedstaden,26608,292509.4
0163,2013,0,0,5,0,Herlev,Region Hovedstaden,26958,297064.5
0163,2014,1,1,5,0,Herlev,Region Hovedstaden,27706,299841.2
0163,2015,3,1,7,2,Herlev,Region Hovedstaden,28148,305299.7
0163,2016,0,1,6,-1,Herlev,Region Hovedstaden,28423,310884.9
0163,2017,1,1,6,0,Herlev,Region Hovedstaden,28406,311702.4
0163,2018,0,1,5,-1,Herlev,Region Hovedstaden,28572,319731.8
0163,2019,1,0,6,1,Herlev,Region Hovedstaden,28786,324709.4
0163,2020,0,0,6,0,Herlev,Region Hovedstaden,28953,344531.8
0163,2021,0,0,6,0,Herlev,Region Hovedstaden,28913,348955.4
0163,2022,0,0,6,0,Herlev,Region Hovedstaden,28867,323203.4
0163,2023,1,0,7,1,Herlev,Region Hovedstaden,29215,329541.6
0163,2024,0,0,7,0,Herlev,Region Hovedstaden,29876,340524.7
0165,2008,1,0,10,1,Albertslund,Region Hovedstaden,27602,255973.1
0165,2009,0,3,7,-3,Albertslund,Region Hovedstaden,27706,259236.8
0165,2010,0,0,7,0,Albertslund,Region Hovedstaden,27730,269876.3
0165,2011,1,0,8,1,Albertslund,Region Hovedstaden,27800,261674.4
0165,2012,0,0,8,0,Albertslund,Region Hovedstaden,27864,261780.4
0165,2013,0,4,4,-4,Albertslund,Region Hovedstaden,27824,261728.5
0165,2014,0,0,4,0,Albertslund,Region Hovedstaden,27728,266933.4
0165,2015,1,0,5,1,Albertslund,Region Hovedstaden,27806,271176.5
0165,2016,1,0,6,1,Albertslund,Region Hovedstaden,27880,275347.4
0165,2017,0,0,6,0,Albertslund,Region Hovedstaden,27896,276171.6
0165,2018,0,0,6,0,Albertslund,Region Hovedstaden,27743,281472.4
0165,2019,4,0,10,4,Albertslund,Region Hovedstaden,27877,284100.7
0165,2020,2,0,12,2,Albertslund,Region Hovedstaden,27731,295906.2
0165,2021,0,3,9,-3,Albertslund,Region Hovedstaden,27366,302791.5
0165,2022,1,0,10,1,Albertslund,Region Hovedstaden,27599,282918.7
0165,2023,2,2,10,0,Albertslund,Region Hovedstaden,27530,285319.6
0165,2024,2,0,12,2,Albertslund,Region Hovedstaden,27677,290110.6
0167,2008,3,2,11,1,Hvidovre,Region Hovedstaden,49380,273057.9
0167,2009,2,1,12,1,Hvidovre,Region Hovedstaden,49366,271101.5
0167,2010,2,0,14,2,Hvidovre,Region Hovedstaden,49724,286580.5
0167,2011,2,0,16,2,Hvidovre,Region Hovedstaden,50081,284242.8
0167,2012,1,1,16,0,Hvidovre,Region Hovedstaden,50600,283127.0
0167,2013,0,3,13,-3,Hvidovre,Region Hovedstaden,51341,286724.1
0167,2014,0,2,11,-2,Hvidovre,Region Hovedstaden,51842,292944.7
0167,2015,0,0,11,0,Hvidovre,Region Hovedstaden,52380,296664.3
0167,2016,2,0,13,2,Hvidovre,Region Hovedstaden,52831,302120.3
0167,2017,3,1,15,2,Hvidovre,Region Hovedstaden,52964,304776.0
0167,2018,1,0,16,1,Hvidovre,Region Hovedstaden,53282,311413.3
0167,2019,0,0,16,0,Hvidovre,Region Hovedstaden,53416,318324.4
0167,2020,0,0,16,0,Hvidovre,Region Hovedstaden,53527,331280.0
0167,2021,0,0,16,0,Hvidovre,Region Hovedstaden,53451,339941.3
0167,2022,1,1,16,0,Hvidovre,Region Hovedstaden,53267,318444.9
0167,2023,0,0,16,0,Hvidovre,Region Hovedstaden,53443,322050.1
0167,2024,1,0,17,1,Hvidovre,Region Hovedstaden,53760,333460.5
0169,2008,6,1,20,5,Høje-Taastrup,Region Hovedstaden,47158,277915.5
0169,2009,0,0,20,0,Høje-Taastrup,Region Hovedstaden,47400,276160.6
0169,2010,2,1,21,1,Høje-Taastrup,Region Hovedstaden,47664,287721.6
0169,2011,2,0,23,2,Høje-Taastrup,Region Hovedstaden,47753,285104.6
0169,2012,3,1,25,2,Høje-Taastrup,Region Hovedstaden,48081,282311.8
0169,2013,2,1,26,1,Høje-Taastrup,Region Hovedstaden,48471,285810.0
0169,2014,5,2,29,3,Høje-Taastrup,Region Hovedstaden,48807,289484.1
0169,2015,4,0,33,4,Høje-Taastrup,Region Hovedstaden,49230,292979.0
0169,2016,1,2,32,-1,Høje-Taastrup,Region Hovedstaden,49960,297221.7
0169,2017,2,2,32,0,Høje-Taastrup,Region Hovedstaden,50246,301450.2
0169,2018,1,1,32,0,Høje-Taastrup,Region Hovedstaden,50596,304724.5
0169,2019,6,2,36,4,Høje-Taastrup,Region Hovedstaden,50686,310570.4
0169,2020,1,0,37,1,Høje-Taastrup,Region Hovedstaden,50759,320975.3
0169,2021,4,2,39,2,Høje-Taastrup,Region Hovedstaden,51729,327950.6
0169,2022,6,2,43,4,Høje-Taastrup,Region Hovedstaden,53053,303555.6
0169,2023,2,3,42,-1,Høje-Taastrup,Region Hovedstaden,55258,305263.7
0169,2024,9,4,47,5,Høje-Taastrup,Region Hovedstaden,57540,311799.3
0173,2008,3,2,39,1,Lyngby-Taarbæk,Region Hovedstaden,51449,349429.4
0173,2009,4,1,42,3,Lyngby-Taarbæk,Region Hovedstaden,51532,339792.9
0173,2010,4,4,42,0,Lyngby-Taarbæk,Region Hovedstaden,52237,381811.8
0173,2011,3,3,42,0,Lyngby-Taarbæk,Region Hovedstaden,52754,384134.1
0173,2012,11,2,51,9,Lyngby-Taarbæk,Region Hovedstaden,53251,386703.5
0173,2013,2,6,47,-4,Lyngby-Taarbæk,Region Hovedstaden,53840,400589.3
0173,2014,2,28,21,-26,Lyngby-Taarbæk,Region Hovedstaden,54237,421702.8
0173,2015,3,0,24,3,Lyngby-Taarbæk,Region Hovedstaden,54778,446838.4
0173,2016,6,1,29,5,Lyngby-Taarbæk,Region Hovedstaden,55097,434419.3
0173,2017,4,1,32,3,Lyngby-Taarbæk,Region Hovedstaden,55240,436769.6
0173,2018,0,1,31,-1,Lyngby-Taarbæk,Region Hovedstaden,55472,443498.9
0173,2019,5,2,34,3,Lyngby-Taarbæk,Region Hovedstaden,55790,458758.0
0173,2020,2,2,34,0,Lyngby-Taarbæk,Region Hovedstaden,56214,475154.2
0173,2021,1,0,35,1,Lyngby-Taarbæk,Region Hovedstaden,56614,505845.5
0173,2022,2,0,37,2,Lyngby-Taarbæk,Region Hovedstaden,57826,454401.6
0173,2023,3,2,38,1,Lyngby-Taarbæk,Region Hovedstaden,58434,484206.0
0173,2024,4,2,40,2,Lyngby-Taarbæk,Region Hovedstaden,58538,481378.0
0175,2008,0,0,8,0,Rødovre,Region Hovedstaden,36144,273817.5
0175,2009,0,0,8,0,Rødovre,Region Hovedstaden,36228,269408.9
0175,2010,2,2,8,0,Rødovre,Region Hovedstaden,36233,282388.5
0175,2011,0,0,8,0,Rødovre,Region Hovedstaden,36524,282301.7
0175,2012,1,1,8,0,Rødovre,Region Hovedstaden,36883,280870.9
0175,2013,0,0,8,0,Rødovre,Region Hovedstaden,37351,285962.2
0175,2014,0,1,7,-1,Rødovre,Region Hovedstaden,37552,291486.9
0175,2015,0,0,7,0,Rødovre,Region Hovedstaden,37743,298369.5
0175,2016,3,1,9,2,Rødovre,Region Hovedstaden,38002,303543.2
0175,2017,0,1,8,-1,Rødovre,Region Hovedstaden,38492,307550.8
0175,2018,1,0,9,1,Rødovre,Region Hovedstaden,39343,312712.1
0175,2019,1,1,9,0,Rødovre,Region Hovedstaden,40052,316910.0
0175,2020,0,0,9,0,Rødovre,Region Hovedstaden,40652,333111.9
0175,2021,0,0,9,0,Rødovre,Region Hovedstaden,41113,340339.1
0175,2022,2,0,11,2,Rødovre,Region Hovedstaden,41382,316536.8
0175,2023,1,1,11,0,Rødovre,Region Hovedstaden,42563,320557.6
0175,2024,2,0,13,2,Rødovre,Region Hovedstaden,44328,328449.8
0183,2008,1,0,5,1,Ishøj,Region Hovedstaden,20687,255199.3
0183,2009,0,0,5,0,Ishøj,Region Hovedstaden,20756,251825.7
0183,2010,1,0,6,1,Ishøj,Region Hovedstaden,20606,263194.2
0183,2011,1,0,7,1,Ishøj,Region Hovedstaden,20797,259856.9
0183,2012,0,0,7,0,Ishøj,Region Hovedstaden,21087,258566.1
0183,2013,0,0,7,0,Ishøj,Region Hovedstaden,21131,260909.2
0183,2014,0,1,6,-1,Ishøj,Region Hovedstaden,21547,262005.7
0183,2015,0,0,6,0,Ishøj,Region Hovedstaden,22025,265700.6
0183,2016,1,0,7,1,Ishøj,Region Hovedstaden,22358,268701.1
0183,2017,0,1,6,-1,Ishøj,Region Hovedstaden,22719,271292.0
0183,2018,1,0,7,1,Ishøj,Region Hovedstaden,22988,275168.5
0183,2019,0,0,7,0,Ishøj,Region Hovedstaden,22946,279370.0
0183,2020,0,0,7,0,Ishøj,Region Hovedstaden,22989,291443.7
0183,2021,1,1,7,0,Ishøj,Region Hovedstaden,23131,298899.1
0183,2022,0,0,7,0,Ishøj,Region Hovedstaden,23225,280003.3
0183,2023,0,0,7,0,Ishøj,Region Hovedstaden,23457,282937.7
0183,2024,0,0,7,0,Ishøj,Region Hovedstaden,23663,287545.6
0185,2008,1,0,7,1,Tårnby,Region Hovedstaden,40016,286205.4
0185,2009,0,0,7,0,Tårnby,Region Hovedstaden,40214,287698.4
0185,2010,2,0,9,2,Tårnby,Region Hovedstaden,40383,302961.4
0185,2011,1,0,10,1,Tårnby,Region Hovedstaden,40835,304235.1
0185,2012,0,0,10,0,Tårnby,Region Hovedstaden,41151,301251.8
0185,2013,2,1,11,1,Tårnby,Region Hovedstaden,41572,306335.4
0185,2014,1,1,11,0,Tårnby,Region Hovedstaden,41992,311900.6
0185,2015,1,0,12,1,Tårnby,Region Hovedstaden,42573,317123.2
0185,2016,2,0,14,2,Tårnby,Region Hovedstaden,42860,323411.4
0185,2017,2,0,16,2,Tårnby,Region Hovedstaden,43010,328355.1
0185,2018,0,1,15,-1,Tårnby,Region Hovedstaden,43063,334787.9
0185,2019,2,0,17,2,Tårnby,Region Hovedstaden,42984,340871.9
0185,2020,0,2,15,-2,Tårnby,Region Hovedstaden,42989,357015.4
0185,2021,2,1,16,1,Tårnby,Region Hovedstaden,42670,364640.9
0185,2022,0,1,15,-1,Tårnby,Region Hovedstaden,42723,341185.3
0185,2023,0,0,15,0,Tårnby,Region Hovedstaden,43042,346768.2
0185,2024,1,1,15,0,Tårnby,Region Hovedstaden,43915,353059.7
0187,2008,0,0,1,0,Vallensbæk,Region Hovedstaden,12399,313999.1
0187,2009,1,0,2,1,Vallensbæk,Region Hovedstaden,13365,311085.0
0187,2010,1,0,3,1,Vallensbæk,Region Hovedstaden,14045,331495.5
0187,2011,0,0,3,0,Vallensbæk,Region Hovedstaden,14445,326372.4
0187,2012,0,0,3,0,Vallensbæk,Region Hovedstaden,14565,325907.9
0187,2013,1,0,4,1,Vallensbæk,Region Hovedstaden,14797,330419.0
0187,2014,0,0,4,0,Vallensbæk,Region Hovedstaden,15095,342215.6
0187,2015,1,1,4,0,Vallensbæk,Region Hovedstaden,15204,342642.9
0187,2016,0,0,4,0,Vallensbæk,Region Hovedstaden,15419,341936.1
0187,2017,3,1,6,2,Vallensbæk,Region Hovedstaden,15705,341993.3
0187,2018,0,0,6,0,Vallensbæk,Region Hovedstaden,16280,345491.9
0187,2019,0,0,6,0,Vallensbæk,Region Hovedstaden,16654,350716.8
0187,2020,0,0,6,0,Vallensbæk,Region Hovedstaden,16633,368421.1
0187,2021,0,0,6,0,Vallensbæk,Region Hovedstaden,16515,375275.0
0187,2022,1,0,7,1,Vallensbæk,Region Hovedstaden,16488,344205.5
0187,2023,0,0,7,0,Vallensbæk,Region Hovedstaden,17031,342322.6
0187,2024,0,0,7,0,Vallensbæk,Region Hovedstaden,17800,347116.4
0190,2008,2,2,13,0,Furesø,Region Hovedstaden,37667,342199.0
0190,2009,0,0,13,0,Furesø,Region Hovedstaden,37864,338620.3
0190,2010,1,0,14,1,Furesø,Region Hovedstaden,38232,373497.4
0190,2011,0,1,13,-1,Furesø,Region Hovedstaden,38286,373406.2
0190,2012,0,1,12,-1,Furesø,Region Hovedstaden,38243,379720.0
0190,2013,1,0,13,1,Furesø,Region Hovedstaden,38236,391016.4
0190,2014,0,2,11,-2,Furesø,Region Hovedstaden,38492,401579.2
0190,2015,0,0,11,0,Furesø,Region Hovedstaden,39077,402560.2
0190,2016,7,0,18,7,Furesø,Region Hovedstaden,40156,412901.3
0190,2017,0,2,16,-2,Furesø,Region Hovedstaden,40613,419718.4
0190,2018,0,0,16,0,Furesø,Region Hovedstaden,40911,426441.6
0190,2019,1,0,17,1,Furesø,Region Hovedstaden,41069,437168.2
0190,2020,0,0,17,0,Furesø,Region Hovedstaden,40965,448493.3
0190,2021,0,0,17,0,Furesø,Region Hovedstaden,41001,463840.4
0190,2022,0,0,17,0,Furesø,Region Hovedstaden,41402,426014.8
0190,2023,1,1,17,0,Furesø,Region Hovedstaden,42077,437332.4
0190,2024,0,1,16,-1,Furesø,Region Hovedstaden,42533,439658.2
0201,2008,1,0,10,1,Allerød,Region Hovedstaden,23493,343580.5
0201,2009,1,0,11,1,Allerød,Region Hovedstaden,23821,344416.9
0201,2010,0,0,11,0,Allerød,Region Hovedstaden,24089,379117.8
0201,2011,0,1,10,-1,Allerød,Region Hovedstaden,24096,383899.8
0201,2012,4,1,13,3,Allerød,Region Hovedstaden,24043,383070.8
0201,2013,1,1,13,0,Allerød,Region Hovedstaden,24073,391544.3
0201,2014,1,1,13,0,Allerød,Region Hovedstaden,24175,400922.2
0201,2015,0,2,11,-2,Allerød,Region Hovedstaden,24411,410387.8
0201,2016,0,0,11,0,Allerød,Region Hovedstaden,24732,415795.7
0201,2017,3,0,14,3,Allerød,Region Hovedstaden,24942,421416.3
0201,2018,3,0,17,3,Allerød,Region Hovedstaden,25235,425306.2
0201,2019,0,1,16,-1,Allerød,Region Hovedstaden,25646,440449.8
0201,2020,0,0,16,0,Allerød,Region Hovedstaden,25633,449249.4
0201,2021,1,2,15,-1,Allerød,Region Hovedstaden,25893,464725.0
0201,2022,3,2,16,1,Allerød,Region Hovedstaden,25867,430858.8
0201,2023,1,1,16,0,Allerød,Region Hovedstaden,26061,426877.8
0201,2024,4,0,20,4,Allerød,Region Hovedstaden,25962,433738.7
0210,2008,1,0,11,1,Fredensborg,Region Hovedstaden,39240,323559.6
0210,2009,0,1,10,-1,Fredensborg,Region Hovedstaden,39254,316920.5
0210,2010,0,3,7,-3,Fredensborg,Region Hovedstaden,39226,345974.4
0210,2011,0,1,6,-1,Fredensborg,Region Hovedstaden,39341,343818.1
0210,2012,0,0,6,0,Fredensborg,Region Hovedstaden,39565,344914.1
0210,2013,1,1,6,0,Fredensborg,Region Hovedstaden,39462,354864.9
0210,2014,0,0,6,0,Fredensborg,Region Hovedstaden,39585,362105.9
0210,2015,2,0,8,2,Fredensborg,Region Hovedstaden,39772,375500.3
0210,2016,0,0,8,0,Fredensborg,Region Hovedstaden,40112,378213.7
0210,2017,1,1,8,0,Fredensborg,Region Hovedstaden,40504,378633.8
0210,2018,1,3,6,-2,Fredensborg,Region Hovedstaden,40779,386415.3
0210,2019,1,0,7,1,Fredensborg,Region Hovedstaden,40819,396911.9
0210,2020,0,0,7,0,Fredensborg,Region Hovedstaden,40865,406617.6
0210,2021,0,1,6,-1,Fredensborg,Region Hovedstaden,40998,426938.4
0210,2022,1,0,7,1,Fredensborg,Region Hovedstaden,41211,381160.3
0210,2023,1,1,7,0,Fredensborg,Region Hovedstaden,41689,390057.0
0210,2024,1,0,8,1,Fredensborg,Region Hovedstaden,42009,401957.2
0217,2008,2,3,15,-1,Helsingør,Region Hovedstaden,60844,292383.0
0217,2009,0,0,15,0,Helsingør,Region Hovedstaden,61053,286596.5
0217,2010,1,1,15,0,Helsingør,Region Hovedstaden,61143,309371.9
0217,2011,3,1,17,2,Helsingør,Region Hovedstaden,61368,309328.6
0217,2012,0,0,17,0,Helsingør,Region Hovedstaden,61493,310560.7
0217,2013,2,2,17,0,Helsingør,Region Hovedstaden,61613,322638.9
0217,2014,0,0,17,0,Helsingør,Region Hovedstaden,61519,328107.8
0217,2015,4,0,21,4,Helsingør,Region Hovedstaden,61632,336785.5
0217,2016,0,0,21,0,Helsingør,Region Hovedstaden,62092,340154.3
0217,2017,0,0,21,0,Helsingør,Region Hovedstaden,62443,344301.6
0217,2018,1,6,16,-5,Helsingør,Region Hovedstaden,62686,349922.9
0217,2019,3,0,19,3,Helsingør,Region Hovedstaden,62567,358350.1
0217,2020,3,1,21,2,Helsingør,Region Hovedstaden,62695,376187.8
0217,2021,0,0,21,0,Helsingør,Region Hovedstaden,63000,390272.1
0217,2022,1,1,21,0,Helsingør,Region Hovedstaden,62875,355765.5
0217,2023,3,0,24,3,Helsingør,Region Hovedstaden,63399,358509.3
0217,2024,2,0,26,2,Helsingør,Region Hovedstaden,63838,365694.8
0219,2008,2,0,16,2,Hillerød,Region Hovedstaden,46568,307109.0
0219,2009,2,1,17,1,Hillerød,Region Hovedstaden,47081,302928.4
0219,2010,4,1,20,3,Hillerød,Region Hovedstaden,47473,328401.4
